admin_description,area_code,weekly_payment_gross,weekly_payment_gross_CV,weekly_payment_excluding,weekly_payment_excluding_CV,weekly_payment_basic,weekly_payment_basic_CV,overtime_payment,overtime_payment_CV,hourly_payment,hourly_payment_CV,hourly_payment_excluding,hourly_payment_excluding_CV,annual_payment_gross,annual_payment_gross_CV,annual_payment_incentive,annual_payment_incentive_CV,hours_worked_total,hours_worked_total_CV,hours_worked_basic,hours_worked_basic_CV,hours_worked_overtime,hours_worked_overtime_CV
ualad09:West Dorset,E07000052,502.6,6.6,494.0,6.4,475.7,5.9,,,13.41,8.0,13.36,8.0,27.658,8.8,,,37.5,0.9,37.5,0.3,,
ualad09:Weymouth and Portland,E07000053,443.3,7.9,437.1,6.0,429.6,6.0,,,10.77,7.8,10.77,6.4,25.806,14.0,,,37.5,2.1,37.5,0.7,,
ualad09:Cheltenham,E07000078,550.7,5.8,518.3,6.8,513.7,6.8,,,13.95,8.1,13.95,8.2,29.645,12.0,,,37.5,0.3,37.4,0.3,,
ualad09:Cotswold,E07000079,484.9,9.9,471.7,8.8,462.3,8.9,,,12.44,8.5,12.44,8.9,25.861,9.4,,,37.5,1.3,37.5,1.1,,
ualad09:Forest of Dean,E07000080,528.7,9.8,502.5,9.2,471.9,8.6,,,12.83,11.0,12.81,11.0,27.853,13.0,,,37.5,1.7,37.5,1.3,,
ualad09:Gloucester,E07000081,479.3,4.6,470.2,4.6,452.6,4.8,,,12.11,5.2,12.05,5.2,24.972,5.6,,,37.5,1.2,37.5,0.4,,
ualad09:Stroud,E07000082,527.0,5.8,503.3,5.5,491.3,5.9,57.2,18.0,13.29,5.9,13.27,6.0,27.273,6.9,,,37.5,1.1,37.5,0.3,4.3,19.0
ualad09:Tewkesbury,E07000083,550.8,8.0,515.0,8.5,497.0,8.8,,,13.92,8.6,13.82,8.3,29.528,7.8,,,37.5,1.6,37.5,0.3,,
ualad09:Mendip,E07000187,486.5,9.5,479.1,10.0,461.8,10.0,,,11.98,10.0,11.98,10.0,26.220,11.0,,,37.5,1.8,37.5,1.2,,
ualad09:Sedgemoor,E07000188,479.9,7.0,445.0,7.2,427.6,6.8,,,11.77,6.9,11.61,7.6,23.752,8.7,,,37.5,1.1,37.5,1.0,,
ualad09:South Somerset,E07000189,479.1,4.3,466.4,4.2,448.3,4.3,,,11.75,5.2,11.73,4.5,25.199,5.3,,,38.1,1.7,37.5,0.3,,
ualad09:Taunton Deane,E07000190,483.6,6.3,458.2,6.2,448.0,6.4,,,11.58,6.4,11.58,6.4,23.573,12.0,,,37.5,1.6,37.5,1.1,,
ualad09:West Somerset,E07000191,429.5,19.0,429.5,18.0,429.5,18.0,,,11.23,18.0,11.23,18.0,,,,,37.5,1.7,37.0,2.2,,
ualad09:Anglesey,W06000001,446.7,5.7,442.8,6.5,422.0,7.2,,,11.70,6.7,11.65,6.6,23.076,7.5,,,38.1,2.0,37.5,1.4,,
ualad09:Gwynedd,W06000002,450.8,7.6,424.5,7.5,411.2,7.6,,,11.11,8.2,11.11,8.6,23.700,13.0,,,37.5,1.1,37.0,0.4,,
ualad09:Conwy,W06000003,476.3,8.2,471.8,8.1,450.2,7.4,,,11.98,7.8,11.98,7.7,26.160,7.7,,,37.5,0.6,37.5,0.3,,
ualad09:Denbighshire,W06000004,436.0,6.8,416.4,7.0,394.2,7.4,,,10.72,9.0,10.41,9.5,22.134,10.0,,,37.5,1.0,37.5,0.3,,
ualad09:Flintshire,W06000005,494.9,5.9,475.5,7.0,444.2,4.9,51.0,19.0,12.22,7.0,12.18,7.3,25.612,5.1,,,37.5,1.1,37.2,0.3,,
ualad09:Wrexham,W06000006,492.6,4.3,475.2,4.6,448.2,4.3,,,12.36,5.0,12.30,4.4,25.491,5.8,,,38.5,1.4,37.5,0.7,,
ualad09:Powys,W06000023,415.0,6.8,399.5,7.3,394.3,6.3,,,10.03,6.2,10.01,5.6,21.486,8.5,,,38.6,1.7,37.5,1.0,,
ualad09:Ceredigion,W06000008,433.5,9.9,425.5,8.7,401.3,8.4,,,10.46,9.8,10.46,9.9,22.822,11.0,,,37.5,1.4,37.2,0.6,,
ualad09:Pembrokeshire,W06000009,478.8,6.0,458.7,6.2,449.1,6.4,,,11.75,6.9,11.60,7.1,23.208,9.6,,,37.5,0.9,37.5,0.6,,
ualad09:Carmarthenshire,W06000010,489.6,5.6,462.3,6.0,444.8,6.0,,,12.44,5.9,12.16,6.1,25.045,7.4,,,38.7,1.7,37.5,1.0,,
ualad09:Swansea,W06000011,477.5,5.2,462.5,5.4,440.5,4.0,,,12.19,5.6,12.24,5.6,24.507,6.4,1.199,14.0,37.5,0.5,37.5,0.3,,
ualad09:Neath Port Talbot,W06000012,445.9,7.1,431.0,5.8,412.4,4.3,,,11.32,5.9,11.37,5.5,23.246,10.0,,,37.5,0.4,37.5,0.3,4.3,16.0
ualad09:Bridgend,W06000013,477.7,5.0,462.4,5.5,429.2,5.2,,,11.95,6.0,11.95,5.7,24.479,9.9,,,37.5,0.4,37.4,0.3,,
ualad09:The Vale of Glamorgan,W06000014,529.4,7.9,488.0,6.8,473.9,7.8,,,13.41,7.1,13.22,7.5,28.323,9.1,,,37.5,1.7,37.5,0.2,,
ualad09:Cardiff,W06000015,503.6,4.3,488.7,4.2,479.1,4.2,45.3,18.0,13.29,4.2,13.25,4.6,26.514,4.9,,,37.5,0.3,37.0,0.3,,
ualad09:Rhondda. Cynon. Taff,W06000016,473.6,3.9,454.4,4.2,430.7,4.1,,,11.94,4.1,11.87,4.3,24.204,4.9,,,37.5,0.2,37.5,0.3,,
ualad09:Merthyr Tydfil,W06000024,424.5,6.8,401.9,6.9,394.2,5.0,,,10.78,7.2,10.77,7.5,21.533,8.3,,,37.5,1.7,37.5,0.3,,
ualad09:Caerphilly,W06000018,468.2,4.6,443.6,4.8,430.9,4.9,,,11.65,5.6,11.45,5.5,23.704,4.9,,,37.5,1.0,37.5,0.1,,
ualad09:Blaenau Gwent,W06000019,404.4,7.0,390.5,5.9,371.0,6.0,,,10.31,6.9,10.13,6.1,,,,,38.4,1.7,37.5,1.3,,
ualad09:Torfaen,W06000020,446.4,6.7,432.9,5.1,416.2,5.1,,,11.27,6.7,11.26,5.7,22.780,15.0,,,37.5,1.4,37.5,0.3,,
ualad09:Monmouthshire,W06000021,579.5,7.1,544.8,7.7,522.5,8.2,,,14.89,7.7,14.89,7.4,28.343,20.0,,,37.4,0.3,37.0,0.4,,
ualad09:Newport,W06000022,469.6,6.1,452.8,5.0,412.8,4.9,,,12.02,5.5,11.87,5.6,23.839,6.4,,,37.5,1.0,37.5,0.3,,
ualad09:Aberdeen City,S12000033,548.0,4.0,526.9,2.9,510.7,2.7,,,13.97,3.9,13.67,3.6,27.985,5.3,,,37.5,0.9,37.5,0.0,,
ualad09:Aberdeenshire,S12000034,573.9,4.8,524.7,4.7,500.0,4.6,,,13.98,4.5,13.73,4.9,29.846,6.3,,,38.0,1.6,37.5,1.0,5.3,19.0
ualad09:Angus,S12000041,473.1,6.4,453.3,7.0,434.9,6.6,,,12.02,5.9,11.88,6.0,24.181,9.9,,,37.5,1.4,37.5,0.7,,
ualad09:Argyll and Bute,S12000035,461.0,7.9,451.5,6.6,450.6,6.9,,,11.77,8.1,11.75,7.9,24.468,14.0,,,37.1,0.5,37.0,0.4,,
ualad09:Clackmannanshire,S12000005,471.0,7.1,452.7,7.6,452.3,7.6,,,12.49,7.1,12.15,7.0,24.523,9.3,,,37.5,0.7,37.5,0.7,,
ualad09:Dumfries and Galloway,S12000006,442.7,5.3,426.7,4.5,420.3,4.7,,,11.11,6.2,10.91,5.6,23.262,12.0,,,38.3,1.3,37.5,0.7,,
ualad09:Dundee City,S12000042,462.5,5.6,439.3,5.2,412.4,5.8,,,11.86,5.0,11.71,5.0,23.467,8.2,,,37.4,0.3,37.0,0.4,,
ualad09:East Ayrshire,S12000008,501.3,6.7,488.6,7.3,467.2,7.3,,,13.24,6.6,13.13,7.6,26.070,6.7,,,37.5,0.7,37.5,0.3,,
ualad09:East Dunbartonshire,S12000009,596.1,4.8,579.9,6.2,574.9,5.8,,,15.81,5.8,15.81,5.9,31.085,7.3,,,37.5,0.9,37.0,1.0,,
ualad09:East Lothian,S12000010,544.5,6.4,512.1,5.7,498.6,6.2,,,13.72,5.9,13.54,6.1,28.000,6.7,,,37.5,1.1,37.4,0.4,,
ualad09:East Renfrewshire,S12000011,614.6,6.8,591.4,8.0,583.5,7.6,,,16.40,8.2,16.40,8.4,31.250,8.6,,,37.4,0.5,37.0,1.0,,
ualad09:Edinburgh. City of,S12000036,562.0,2.4,546.6,3.1,529.4,3.0,56.4,17.0,14.76,3.6,14.52,3.6,29.637,5.7,1.677,15.0,37.1,0.3,37.0,0.3,3.4,14.0
ualad09:Eilean Siar,S12000013,508.8,11.0,466.6,12.0,445.5,13.0,,,12.58,11.0,12.56,11.0,24.401,12.0,,,37.0,1.7,37.0,1.7,,
ualad09:Falkirk,S12000014,504.4,4.6,473.0,4.7,453.6,4.3,53.1,20.0,12.80,5.0,12.77,4.4,26.048,7.0,,,37.5,0.5,37.4,0.3,,
ualad09:Fife,S12000015,484.5,3.3,469.3,2.8,452.1,2.7,,,12.65,2.7,12.58,2.5,25.908,3.4,1.123,17.0,37.5,0.1,37.0,0.4,4.5,17.0
ualad09:Glasgow City,S12000043,483.9,2.6,468.5,2.4,459.2,2.9,56.5,19.0,12.74,3.0,12.67,2.9,25.069,3.6,1.092,15.0,37.5,0.0,37.4,0.3,4.0,17.0
ualad09:Highland,S12000017,475.5,3.6,455.4,3.4,446.6,3.7,,,12.20,3.7,12.07,3.8,25.025,6.1,,,37.5,0.9,37.5,0.1,4.0,18.0
ualad09:Inverclyde,S12000018,489.1,8.8,469.8,7.3,457.4,8.5,,,12.69,7.7,12.55,7.1,25.436,8.8,,,37.5,1.4,37.0,0.3,3.3,20.0
ualad09:Midlothian,S12000019,483.4,5.8,473.4,5.3,437.7,5.4,,,12.72,6.5,12.69,5.3,23.839,7.9,,,37.4,0.8,37.0,1.0,,
ualad09:Moray,S12000020,444.0,10.0,413.9,7.3,405.8,7.6,,,10.89,6.7,11.16,6.8,23.697,9.6,,,38.0,1.7,37.5,1.4,,
ualad09:North Ayrshire,S12000021,484.3,6.1,452.6,5.8,452.4,4.7,,,12.35,5.7,12.01,5.6,26.438,7.0,,,37.5,1.3,37.0,0.5,,
ualad09:North Lanarkshire,S12000044,495.1,3.4,465.1,3.1,452.0,2.7,72.9,14.0,12.55,2.8,12.37,3.0,25.277,4.6,1.006,19.0,37.5,0.3,37.5,0.0,4.4,15.0
ualad09:Orkney Islands,S12000023,540.7,18.0,515.8,19.0,489.7,20.0,,,14.25,18.0,14.25,18.0,28.870,18.0,,,37.1,2.7,37.0,2.1,,
ualad09:Perth and Kinross,S12000024,477.3,6.2,436.9,5.2,431.6,5.8,,,11.81,6.3,11.64,6.0,24.544,9.7,,,37.5,1.0,37.5,1.1,,
ualad09:Renfrewshire,S12000038,522.0,5.6,496.2,5.5,477.7,5.0,,,13.23,5.6,13.14,5.5,28.433,6.6,,,37.5,0.4,37.4,0.3,,
ualad09:Scottish Borders,S12000026,507.5,5.8,474.0,5.3,450.0,5.6,,,12.25,5.3,12.18,4.9,25.406,8.0,,,37.5,1.1,37.5,1.4,,
ualad09:Shetland Islands,S12000027,564.9,11.0,506.7,12.0,503.1,12.0,,,13.67,12.0,13.25,11.0,28.036,12.0,,,37.4,2.7,37.0,1.1,,
ualad09:South Ayrshire,S12000028,552.5,5.2,512.8,5.4,482.4,6.5,,,13.82,5.7,13.70,5.8,29.511,8.6,,,37.5,1.1,37.5,,,
ualad09:South Lanarkshire,S12000029,527.4,3.9,502.9,4.1,480.1,4.2,54.5,19.0,13.27,4.5,13.22,4.2,25.999,4.5,,,37.5,0.2,37.0,0.3,3.9,16.0
ualad09:Stirling,S12000030,517.6,6.9,501.0,6.9,495.9,7.6,,,13.27,6.6,13.16,6.5,27.752,16.0,,,37.5,1.8,37.0,1.1,,
ualad09:West Dunbartonshire,S12000039,498.8,6.4,478.0,7.0,469.0,6.4,,,12.96,6.2,12.72,6.1,,,,,37.5,1.4,37.2,0.4,,
ualad09:West Lothian,S12000040,490.6,4.4,460.0,4.2,442.5,3.3,56.9,19.0,12.37,3.8,12.10,3.9,25.108,5.5,,,37.5,1.0,37.5,0.0,4.0,16.0
pca10:BerwickuponTweed,E14000554,503.6,8.1,469.8,9.7,454.5,9.3,,,12.57,11.0,12.35,9.0,,,,,37.5,1.0,37.5,1.0,,
pca10:Bishop Auckland,E14000569,443.8,7.5,423.4,6.5,403.0,6.2,,,11.01,7.5,11.00,7.6,23.124,8.7,,,38.5,1.7,37.5,1.1,,
pca10:Blaydon,E14000574,529.2,6.9,490.8,6.4,482.6,6.5,,,13.18,7.5,13.08,6.9,27.092,18.0,,,38.5,1.6,37.5,0.9,,
pca10:Blyth Valley,E14000575,466.4,6.4,422.2,6.9,416.4,6.0,,,11.73,6.3,11.50,6.6,24.119,9.1,,,37.5,0.6,37.5,0.3,,
pca10:City of Durham,E14000641,469.6,8.9,459.0,9.4,454.8,9.3,,,12.29,8.7,12.33,8.0,25.205,9.5,,,37.5,1.4,37.5,0.7,,
pca10:Darlington,E14000658,435.9,9.2,419.2,6.3,411.1,6.8,,,11.08,9.7,11.04,8.3,22.189,8.0,,,37.5,1.7,37.5,0.1,,
pca10:Easington,E14000677,428.4,7.0,396.4,6.6,382.9,5.0,,,11.01,6.6,10.69,6.7,21.984,6.0,,,37.5,1.2,37.5,0.3,,
pca10:Gateshead,E14000709,447.8,5.3,426.3,4.8,419.9,6.1,,,11.43,5.8,11.44,5.7,24.182,6.7,,,37.5,0.7,37.4,0.3,,
pca10:Hartlepool,E14000733,475.4,7.7,444.7,6.6,429.4,6.4,,,11.78,6.4,11.75,6.9,24.198,14.0,,,38.4,1.5,37.5,1.1,,
pca10:Hexham,E14000746,503.9,11.0,477.3,11.0,477.1,11.0,,,12.92,13.0,12.85,13.0,29.083,11.0,,,37.5,2.1,37.5,1.4,,
pca10:Houghton and Sunderland South,E14000754,462.7,5.5,444.9,5.0,427.7,5.9,38.8,17.0,11.97,5.0,11.82,5.2,25.295,7.9,,,37.5,1.1,37.0,0.4,,
pca10:Jarrow,E14000765,473.7,8.3,440.5,7.3,419.3,6.6,,,12.14,7.2,11.74,7.7,22.990,8.0,,,37.5,1.1,37.5,0.3,,
pca10:Middlesbrough,E14000819,401.1,8.0,390.3,8.3,369.7,6.6,,,10.26,7.8,10.09,7.9,21.422,8.0,,,37.5,1.7,37.5,0.3,,
pca10:Middlesbrough South and East Cleveland,E14000820,452.7,6.8,449.7,7.3,438.9,5.4,,,12.09,7.1,12.09,7.2,24.448,15.0,,,37.5,1.1,37.5,0.3,,
pca10:Newcastle upon Tyne Central,E14000831,480.0,6.9,476.8,6.5,460.7,6.7,,,12.19,7.4,12.19,7.5,24.158,8.2,,,37.5,0.8,37.5,0.4,,
pca10:Newcastle upon Tyne East,E14000832,489.6,8.4,458.9,8.9,438.3,8.3,,,12.79,9.0,12.51,9.8,24.827,14.0,,,37.5,1.7,37.5,0.3,,
pca10:Newcastle upon Tyne North,E14000833,479.1,7.7,470.9,6.9,457.3,6.2,,,12.34,7.0,12.33,6.2,23.823,8.2,,,37.5,1.7,37.5,0.3,,
pca10:North Durham,E14000840,457.0,6.4,445.4,6.4,430.4,5.5,,,11.92,5.7,11.84,5.7,23.733,10.0,,,37.5,1.1,37.5,1.0,,
pca10:North Tyneside,E14000853,453.7,6.2,434.4,4.6,417.8,4.6,,,11.48,5.3,11.45,5.4,21.959,9.6,,,37.5,0.9,37.4,0.3,,
pca10:North West Durham,E14000856,489.4,6.8,468.4,6.2,440.3,6.8,,,12.13,7.6,12.07,7.6,24.443,9.6,,,37.5,1.4,37.5,0.3,,
pca10:Redcar,E14000891,486.4,7.8,452.2,7.6,440.1,7.5,,,12.33,6.5,12.13,6.1,23.843,14.0,,,37.5,1.4,37.5,,,
pca10:Sedgefield,E14000915,507.3,8.0,486.4,7.6,482.4,7.1,,,13.11,7.5,13.04,7.5,25.707,11.0,,,37.5,1.4,37.5,0.4,,
pca10:South Shields,E14000944,454.4,8.5,443.4,6.4,421.9,4.8,,,11.79,6.4,11.76,6.0,23.708,7.8,,,37.5,0.3,37.4,0.3,,
pca10:Stockton North,E14000970,474.2,7.8,460.0,5.5,438.3,6.0,,,12.36,5.8,12.26,6.8,24.313,8.0,,,38.0,1.7,37.5,0.7,,
pca10:Stockton South,E14000971,542.7,6.3,518.1,5.9,502.8,6.1,,,13.81,4.5,13.81,4.7,29.561,7.0,,,37.5,1.3,37.5,0.5,,
pca10:Sunderland Central,E14000982,454.8,6.8,444.3,6.8,412.8,7.0,,,11.86,6.6,12.01,6.5,23.807,7.4,,,37.5,1.1,37.4,0.3,,
pca10:Tynemouth,E14001006,528.7,6.9,517.8,8.2,516.3,8.0,,,14.00,7.6,13.98,8.1,27.542,19.0,,,37.5,0.3,37.0,0.4,,
pca10:Wansbeck,E14001014,444.8,6.7,439.1,6.3,414.5,5.8,,,11.61,5.7,11.74,5.8,22.383,8.1,,,37.5,0.5,37.5,0.3,,
pca10:Washington and Sunderland West,E14001020,418.3,6.9,387.0,7.5,377.1,5.6,,,10.48,7.2,10.48,6.8,21.728,9.4,,,37.5,1.7,37.5,0.7,,
pca10:Altrincham and Sale West,E14000532,682.2,10.0,660.9,9.9,658.9,10.0,,,18.26,11.0,18.23,10.0,37.665,9.0,,,37.4,0.9,37.0,0.9,,
pca10:AshtonunderLyne,E14000537,416.4,5.5,392.5,4.2,383.5,4.5,,,10.69,4.5,10.50,4.8,21.964,7.6,,,37.5,1.0,37.5,0.5,,
pca10:Barrow and Furness,E14000543,548.8,7.2,510.6,5.3,477.7,5.4,,,13.73,6.5,13.59,6.4,27.604,7.6,,,37.8,1.2,37.0,0.4,,
pca10:Birkenhead,E14000559,447.3,6.5,422.1,6.1,395.5,5.4,,,10.84,7.8,10.69,6.6,23.410,8.2,,,38.8,1.6,37.5,1.3,,
pca10:Blackburn,E14000570,432.6,8.3,409.9,9.2,390.1,8.9,,,10.31,8.5,10.28,8.7,21.755,9.0,,,37.5,1.7,37.5,0.7,,
pca10:Blackley and Broughton,E14000571,433.3,6.6,412.0,7.0,393.9,6.4,,,10.61,6.9,10.70,6.9,23.321,8.9,,,37.5,1.4,37.5,0.3,,
pca10:Blackpool North and Cleveleys,E14000572,399.9,7.8,395.2,7.5,395.2,7.1,,,10.10,6.5,10.09,6.5,21.565,11.0,,,37.3,0.8,37.0,0.4,,
pca10:Blackpool South,E14000573,373.8,5.2,359.4,5.3,353.6,6.6,,,9.40,6.7,9.38,6.7,19.352,7.4,,,37.5,2.1,37.5,0.7,,
pca10:Bolton North East,E14000578,433.0,7.1,407.3,6.1,398.8,6.1,,,10.89,7.1,10.72,7.0,21.673,8.8,,,37.5,1.4,37.5,0.3,,
pca10:Bolton South East,E14000579,428.1,6.1,408.3,4.8,388.7,5.4,,,10.78,4.6,10.68,4.7,21.899,6.8,,,37.5,1.3,37.5,0.3,,
pca10:Bolton West,E14000580,517.5,6.4,489.9,7.5,479.9,7.6,,,13.41,6.9,13.24,7.3,26.441,7.3,,,37.5,1.1,37.3,0.4,,
pca10:Bootle,E14000581,456.3,5.5,440.0,6.4,421.8,6.7,,,11.24,5.3,11.22,5.8,23.341,7.4,,,37.5,1.4,37.5,0.3,,
pca10:Burnley,E14000609,470.7,8.6,428.9,9.3,412.2,7.7,,,11.59,9.3,11.24,8.7,23.725,10.0,,,38.2,1.2,37.5,0.9,,
pca10:Bury North,E14000611,536.1,6.9,502.4,6.5,480.9,6.3,,,13.17,6.2,13.22,6.7,27.037,9.7,,,37.5,1.7,37.5,0.2,,
pca10:Bury South,E14000612,468.6,5.4,446.1,5.2,438.2,5.3,,,11.98,5.7,11.96,4.9,24.727,8.1,,,37.5,0.4,37.2,0.3,,
pca10:Carlisle,E14000620,431.0,5.4,416.3,5.4,395.6,5.6,,,10.97,4.6,10.82,4.8,22.354,6.4,,,39.0,1.6,37.5,1.0,,
pca10:Cheadle,E14000627,599.7,9.5,587.9,9.6,586.3,9.9,,,15.92,11.0,15.92,11.0,31.104,12.0,,,37.5,0.3,37.4,0.3,,
pca10:Chorley,E14000637,471.7,5.5,451.1,5.5,437.5,5.0,,,12.25,6.0,12.19,6.4,23.787,9.6,,,37.5,0.6,37.5,0.3,,
pca10:City of Chester,E14000640,536.8,8.2,535.3,7.5,498.3,7.6,,,13.69,8.6,13.71,8.6,29.201,9.6,,,37.5,0.4,37.5,0.3,,
pca10:Congleton,E14000646,517.3,7.6,509.3,6.6,504.2,7.3,,,13.77,7.0,13.68,6.4,27.233,8.9,,,37.5,0.3,37.5,0.1,,
pca10:Copeland,E14000647,661.2,6.1,650.9,5.9,614.9,5.1,,,16.63,5.8,16.67,5.6,36.768,9.7,,,38.8,,38.8,,,
pca10:Crewe and Nantwich,E14000653,469.7,5.7,441.2,6.4,427.8,6.6,,,11.77,6.6,11.56,5.9,23.494,8.5,,,37.5,1.6,37.5,0.3,,
pca10:Denton and Reddish,E14000661,441.7,7.5,429.2,7.0,427.4,6.8,,,11.46,5.7,11.33,6.3,24.716,7.6,,,37.5,1.1,37.5,0.3,,
pca10:Eddisbury,E14000686,523.1,6.3,507.1,6.9,501.6,7.0,,,13.38,7.7,13.14,7.7,28.102,8.4,,,37.5,1.1,37.4,0.3,,
pca10:Ellesmere Port and Neston,E14000688,523.2,9.2,515.7,8.9,464.7,9.6,,,12.95,9.2,12.78,8.8,28.423,11.0,,,37.5,1.0,37.5,0.3,3.2,20.0
pca10:Fylde,E14000706,577.0,11.0,554.6,11.0,549.7,9.5,,,15.38,10.0,15.09,9.5,29.447,12.0,,,37.5,0.6,37.0,0.4,,
pca10:Garston and Halewood,E14000708,493.0,6.0,489.6,6.4,479.6,6.7,,,12.89,6.7,12.82,6.6,27.190,7.8,,,37.5,1.2,37.5,0.3,,
pca10:Halton,E14000725,464.5,7.0,448.9,7.3,438.8,7.0,,,11.86,6.7,11.77,6.6,24.337,7.1,,,37.6,1.7,37.5,0.8,4.0,18.0
pca10:Hazel Grove,E14000738,526.8,7.4,515.3,8.3,490.3,8.1,,,12.84,10.0,12.81,9.3,27.472,8.7,,,37.5,1.4,37.5,1.4,,
pca10:Heywood and Middleton,E14000747,460.7,8.3,450.4,8.0,403.4,8.7,,,11.50,8.6,11.50,8.0,23.601,8.3,975,20.0,37.5,1.4,37.5,1.1,,
pca10:Hyndburn,E14000758,415.7,7.5,401.2,7.6,389.9,7.7,,,10.78,6.5,10.75,6.7,22.379,11.0,,,37.5,0.6,37.5,0.3,,
pca10:Knowsley,E14000775,456.2,5.7,421.9,6.1,414.2,5.2,,,11.26,6.6,11.26,5.9,22.690,7.9,,,37.5,0.8,37.5,0.3,,
